text,ratings.overall
"['hotel', 'great', 'ambience', 'good', 'value', 'dc', 'area', 'room', 'decorated', 'eclectic', 'fun', 'style', 'staff', 'extremely', 'friendly']",5.0
"['comfortable', 'room', 'decent', 'size', '\n', 'everything', 'worked', 'well', 'good', 'service', 'friendly', 'people', 'walking', 'distance', 'good', 'restaurant', 'shop', 'etc']",5.0
"['good', 'service', 'close', 'anything', '4', 'block', 'metro', 'hard', 'get', 'cab', 'room', 'service', 'reasonable', 'good']",5.0
"['great', 'experience', 'beginning', 'end', 'staff', 'great', 'great', 'location', '2', 'thumb']",5.0
"['bargain', 'price', 'happy', 'see', 'nice', 'room', 'great', 'location', 'would', 'stay']",5.0
"['hotel', 'rouge', 'great', 'place', 'stay', 'dc', 'centrally', 'located', 'lot', 'great', 'site', 'staff', 'excellent']",5.0
"['room', 'nice', 'size', 'bed', 'comfortable', 'lobby', 'furniture', 'could', 'use', 'repair', 'cleaning', 'staff', 'courteous']",3.0
"['liked', 'hotel', 'well', 'located', 'different']",4.0
"['excellent', 'experience', 'check', 'check', 'superb', 'hotel', 'especially', 'staff']",5.0
"['found', 'savoy', 'cleanfriendly', 'convenient', 'locationstaff', 'extremely', 'helpful', 'friendlywill', 'definitely', 'return', 'visiting', 'dc']",5.0
"['nice', 'hotel', 'close', 'georgetown', 'free', 'parking', 'although', 'suburban', 'friendly', 'staff']",4.0
"['home', 'away', 'home', 'comfortable', 'room', 'nice', 'dining', 'experience', 'great', 'location', 'totally', 'wonderful', 'experience']",5.0
"['best', 'thing', 'savoy', 'suite', 'friendly', 'accommodating', 'staff', 'room', 'spacious', 'clean']",4.0
"['newly', 'renovated', 'suite', 'hotel', 'heart', 'store', 'restaurant', 'temperpedic', 'bed', 'best']",5.0
"['hotel', 'pretty', 'room', 'nice', 'bed', 'memory', 'foam', 'nice', 'sleep', 'bar', ' ', 'restraunt', 'downstairs', 'best', 'part', 'free', 'parking']",5.0
"['extremely', 'friendly', 'helpful', 'staff', 'wonderful', 'bed', 'would', 'definitely', 'stay']",5.0
"['nt', 'even', 'think', 'trying', 'use', 'vpn', 'disconnect', 'log', '3', 'time', 'row']",3.0
"['friendly', 'staff', '\n', 'comfortable', 'room', '\n', 'pretty', 'area']",5.0
"['gem', 'hotel', 'best', 'bed', 'every', 'slept']",4.0
"['room', 'great', '\n', 'staff', 'best', '\n', 'shutlle', 'one', 'best', 'town', 'call', '5', 'minute', 'great', 'thanks', 'mike', 'muse']",5.0
"['excellent', 'value', 'forpney', 'hotel', 'loction', 'excellent', '14th', 'white', 'house', 'walking', 'distance', 'nice', 'place', 'eat']",5.0
"['stayed', 'wife', 'three', 'night', 'june', 'good', 'locationvery', 'clean', 'friendly', 'staff', 'would', 'want', 'hotel', 'well', 'done']",4.0
"['great', 'value', 'location', 'close', 'white', 'house', 'need', 'stay', 'w', 'willard', 'sight', 'seeing', 'clean', 'updated']",4.0
"['staff', 'professional', 'nice', 'knowledgable', 'relaxing', 'stayeverything', 'point']",5.0
"['hotel', 'great', 'location', 'within', 'walking', 'distance', 'lot', 'venue', 'room', 'nice', 'bar', 'hotel', 'nice']",4.0
"['hotel', 'almost', 'two', 'square', 'white', 'house', 'good', 'room', 'nice', 'staff', 'good', 'breakfast', 'price']",4.0
"['close', 'white', 'house', 'close', 'restaurant', 'transportation']",5.0
"['superb', 'location', 'minute', 'walk', 'away', 'white', 'house', 'tourist', 'attraction']",5.0
"['hotel', 'good', 'nothing', 'special', 'note', 'reason', 'giving', '5', 'star', 'thought', 'service', 'great']",5.0
"['great', 'hotel', 'location', 'everything', 'expect', 'hilton', 'near', 'subway', 'station', 'attraction']",5.0
"['yes', 'parking', 'fee', 'seem', 'excessive', 'given', 'room', 'rate', 'sizeable']",4.0
"['thought', 'room', 'clean', 'service', 'wonderful']",4.0
"['great', 'location', 'handy', 'subway', 'monument']",4.0
"['alright', 'pay', 'almost', '30000', 'night', 'expect', 'little', 'paid', '100150', 'would', 'rate', 'lot', 'higher']",3.0
"['great', 'hotel', 'even', 'better', 'location', 'within', 'walking', 'distance', 'everything', '2', 'block', 'white', 'house']",5.0
"['nice', 'clean', 'affordable', 'downtown', 'hotel', 'parking', 'fee', '2150', 'taxday']",4.0
"['enjoyed', 'stay', 'walkable', 'many', 'restaurant', 'shop', 'room', 'huge', 'staff', 'helpful']",5.0
"['unique', 'hotel', 'dc', 'offer', 'trendy', 'cool', 'bar', 'restaurant', 'place', 'liked', 'stay']",5.0
"['sold', '4th', 'july', 'service', 'breakfast', 'manager', '\n ', 'reception', 'still', 'excellent']",5.0
"['nice', 'property', 'folk', 'front', 'desk', 'well', 'train', 'seem', 'care', 'entire', 'staff', 'positivelyon', 'ball']",5.0
"['great', 'time', 'hotel', 'trip', 'especially', 'made', 'great', 'maria', 'cleaning', 'staff', '5th', 'floor', 'terry', 'one', 'greeter']",5.0
"['lovely', 'room', 'good', 'breakfasthappy', 'hour', 'nice', 'touch']",4.0
"['visited', 'dc', 'family', 'group', 'six', 'two', 'suite', 'location', 'k', '10th', 'room', 'staff', 'breakfast', 'manager', 'reception', ' ', 'excellent']",5.0
"['recently', 'stayed', 'convention', 'dc', 'great', 'location', 'service', 'room', 'certainly', 'would', 'stay', 'would', 'excellent', 'family']",5.0
"['great', 'place', 'stay', 'staff', 'wonderful', 'barbara', 'great', 'kid', 'shawn', 'also', 'pleasant']",5.0
"['wanted', 'thank', 'barbara', 'assistance', 'correcting', 'hotel', 'bill', 'helpful', 'commended', 'effort']",4.0
"['persoanl', 'attention', 'given', 'portia', 'darby', 'type', 'service', 'one', 'would', 'like', 'receive', 'anyone', 'hotel', 'stay', 'job', 'well', 'done', 'portia']",4.0
"['spacious', 'room', 'friendly', 'personel', 'good', 'location', 'fantastic', 'breakfast']",4.0
"['hotel', 'room', 'gorgeous', 'service', 'good', 'hotel', 'lobby', 'small', 'spoil', 'sport', 'location', 'excellent']",5.0
"['great', 'value', 'free', 'breakfast', 'clean', 'spacious', 'roomscouldnt', 'ask', 'anything', 'better']",4.0
"['great', 'location', 'close', 'museum', 'staff', 'always', 'friendly', 'restaurant', 'connected', 'hotel']",4.0
"['one', 'great', 'hotel', 'immaculate', 'room', 'friendly', 'staff', 'accomodations', 'offer', 'plenty', 'room', 'amenity', 'well', 'worth']",5.0
"['nice', 'clean', 'within', 'walking', 'distance', 'national', 'mall', 'free', 'breakfast', 'get', 'early', 'close', 'metro', 'center']",5.0
"['stayed', 'free', 'point', 'vacation', 'trendy', 'nice', 'great', 'gym', 'pool', 'excellent', 'room', 'great', 'service', 'staff']",5.0
"['hotel', 'accommodating', 'service', 'great']",5.0
"['nice', 'hotel', 'spacious', 'modern', 'room', 'heavenly', 'bed', 'hard', 'beat']",5.0
"['enjoyed', 'stay', 'hotel', ' ', 'haile', 'doorman', 'special', 'treat']",4.0
"['excellent', 'service', 'clean', 'modern', 'bellman', 'ahmad', 'went', 'beyond', 'meet', 'need']",5.0
"['front', 'desk', 'people', 'great', 'friendly', ' ', 'deenny', 'valet', 'helpful']",5.0
"['well', 'presented', 'modern', 'clean', 'hotel', 'nice', 'furnishing', 'large', 'room', 'friendly', 'staff', 'good', 'location']",4.0
"['great', 'trip', 'associate', 'amadou', 'deenny', 'exceeded', 'expectation']",5.0
"['amazing', 'hotel', 'great', 'staff', 'know', 'importance', 'giving', 'back', 'community']",5.0
"['great', 'amadou', 'degnny', 'helped', 'w', 'vallet', 'item', 'fantastic']",5.0
"['great', 'character', 'top', 'notch', 'ca', 'nt', 'beat', '\n', 'quick', 'friendly', 'engaging', 'made', 'feel', 'like', 'family']",5.0
"['hotel', 'great', 'location', 'close', 'metro', 'walking', 'distance', 'area', 'hotel', 'clean', 'service', 'friendly']",4.0
"['stayed', '3', 'night', 'complaint', 'location', 'perfect', 'walking', 'site', 'would', 'stay', 'sure']",5.0
"['hotel', 'spotless', 'near', 'center', '\n', 'would', 'perfect', 'hotel', 'souldnt', 'pay', 'internet', 'bad', 'policy']",4.0
"['service', 'good', 'particularly', 'amadou', 'erwing', 'door', '\n', 'location', 'nice', 'couple', 'block', 'georgetown', '\n', 'nice', 'pool']",4.0
"['deenny', 'absolutely', 'best', 'also', 'much', 'like', 'kate', 'one', 'reservationists']",5.0
"['result', 'visit', 'family', 'became', 'starwood', 'preferred', 'member', 'gladly', 'seek', 'service', 'hotel']",5.0
"['doorman', 'helpful', 'particularly', 'deennig', 'quick', 'help', 'taxi', 'box', 'luggage', 'cold', 'bottled', 'water', 'towel', 'hard', 'run']",5.0
"['staff', 'come', 'know', 'u', 'requirement', 'amadou', 'erwing', 'always', 'looking', 'way', 'help']",5.0
"['bed', 'room', 'layout', ' ', 'reception', 'customer', 'service', ' ', 'location']",4.0
"['service', 'outstanding', 'deenny', 'friendly', 'proactivei', 'would', 'preferred', 'restroom', 'conference', 'area']",5.0
"['hotel', 'updated', 'staff', 'still', 'wonderful']",5.0
"['disappointed', 'writting', 'blackberry', 'go', 'detail', 'however', 'look', 'ritz', 'next', 'time']",2.0
"['particularly', 'want', 'commend', 'one', 'doorman', 'deenny', 'one', 'woman', 'front', 'desk', 'katherine', 'fantastic']",5.0
"['fabulous', 'weekend', 'dc', 'parked', 'car', 'walked', 'several', 'great', 'shop', 'restaurant', 'fun', 'romantic', 'weekend', 'beautiful', 'hotel']",5.0
"['even', 'doormanhaileis', 'fantastic', 'customer', 'service', 'oriented', 'employeeealways', 'focused', 'client', 'comfort', 'satisfaction']",5.0
"['deenny', 'always', 'go', 'way', 'offer', 'hearty', 'friendly', 'welcome', 'always', 'name', 'welcoming', 'greatly', 'appreciatted']",4.0
"['door', 'staff', 'great', 'room', 'modern', 'nice', 'size']",5.0
"['exquisite', 'great', 'room', 'great', 'service', 'asked', 'blanket', 'twice', 'brought', 'stat']",5.0
"['service', 'impeccable', 'amadou', 'especially', 'helpful', 'extremely', 'kind', 'professional', '\n', 'alabama']",5.0
"['great', 'experience', '\n', 'associate', 'amadou', 'provided', 'exceptional', 'service']",5.0
"['staff', 'great', 'amadou', 'helpful', 'room', 'clean', 'location', 'convenient']",5.0
"['great', 'location', 'friendly', ' ', 'helpful', 'staff', ' ', 'ideal', 'place', 'stay', 'business', 'pleasure']",4.0
"['quality', 'hotel', 'well', 'maintained', 'good', 'location', 'better', 'average', 'amenity']",4.0
"['enjoyed', 'hotel', 'staff', 'loved', 'location', 'wonderful', 'place', 'even', 'construction']",5.0
"['nice', 'hotel', 'would', 'expect', 'westin', 'spacious', 'room', 'huge', 'bathroom', 'chic', 'ate', 'thai', 'coast', 'street', 'good', 'food']",4.0
"['always', 'met', 'door', 'smile', 'helping', 'hand', 'best', 'town']",5.0
"['hotel', 'simplely', 'best', 'ever', 'everthing', 'want', 'hotel', 'great', 'hotel', 'people', 'age']",5.0
"['westin', 'grand', 'hotel', 'convinient', 'located', 'heart', 'dc', 'train', 'walkable', 'distance', 'dupont', 'circle', 'close', 'service', 'amazing']",5.0
"['personnel', 'first', 'ratevery', 'friendly', 'care', 'good', 'time', 'look', 'forward', 'returning']",1.0
"['newish', 'hotel', 'look', 'rock', 'band', 'stayed', 'long', 'room', 'definite', 'miss']",2.0
"['great', 'suite', '\n', 'good', 'location', '\n', 'helpful', 'knowledgeable', 'staff']",5.0
"['loss', 'word', 'superb', 'beautiful', 'large', 'fully', 'equipped', 'suite', 'made', 'business', 'stay', 'pleasure']",5.0
"['everything', 'perfectlocation', 'apartament', 'fourniture', 'kitchen', 'bed', 'clean', 'etcbreakfast', 'included']",5.0
"['hotel', 'beautiful', 'went', 'business', 'trip', 'stayed', 'omni', 'delicious', 'lunch', 'restaurant', 'well', 'appointed', 'room', 'friendly', 'staff']",5.0
"['nice', 'clean', 'huge', 'room', 'moder', 'renovation', 'tbe', 'problem', ' ', 'far', 'city', 'center']",5.0
"['beautiful', 'place', 'wonderful', 'service', 'great', 'location', 'transportation', 'close']",5.0
"['great', 'lobby', 'beautiful', 'large', 'room', 'excellent', 'room', 'service', 'pleasant', 'cocktail', 'bar', 'close', 'metro', 'station', 'really', 'felt', 'spoilt']",5.0
"['went', 'well', 'issue', 'comfy', 'hotel', ' ', 'lovely', 'big', 'room', 'service', 'good', 'conveniently', 'located', 'smoothly', 'run', 'conference']",4.0
"['stayed', 'omni', 'shoreham', '4', 'day', 'stay', 'hotel', 'wonderful', 'room', 'clean', 'nice', 'staff', 'helpful']",4.0
"['hotel', 'comfortable', 'bed', 'best', 'night', 'rest', 'life']",5.0
"['service', 'really', 'good', 'near', 'metro', 'everything', 'need', 'sign', 'free', 'stuff', 'select', 'guest', 'programme']",5.0
"['nice', 'stay', 'reasonable', 'price', 'clean', 'kid', 'friendly', 'hotel', 'great', 'location', 'close', 'metro', 'zoo', 'many', 'restaurant']",4.0
"['stay', 'often', 'hotel', 'clean', 'classy', 'staff', 'probably', 'best', 'country']",5.0
"['excellent', 'choice', 'great', 'hotel', 'couple', 'block', 'metro', 'surrounding', 'area', 'full', 'great', 'restaurant', ' ', 'service']",4.0
"['enjoyed', 'omni', 'shoreham', 'room', 'clean', 'request', 'extra', 'towel', 'promptly', 'filled', 'would', 'stay', 'choice']",5.0
"['staff', 'friendly', 'service', 'excellent', 'hotel', 'much', 'charm', 'history', 'would', 'want', 'stay']",5.0
"['stayed', 'omni', 'weekend', 'aprilloved', 'loved', 'hotel', 'service', '\n', 'great', 'location', 'near', 'zoo']",5.0
"['5', 'min', 'walk', 'metro', 'station', 'woodley', 'park', ' ', 'zoo', '\n', 'room', 'big', 'atmosphere', 'hotel', 'nice', '\n', 'calm', 'traditional', 'design']",4.0
"['love', 'service', 'soft', 'fluffy', 'bed', '\n', 'close', 'amtrac']",5.0
"['great', 'hotel', 'convenient', 'access', 'metro', 'great', 'price']",5.0
"['awesome', 'hotel', 'presidential', 'inaugural', 'ball', 'held', 'every', 'year']",5.0
"['stayed', '4', 'day', 'september', 'hotel', 'close', 'train', 'zoo', 'staff', 'wonderful']",5.0
"['loved', 'hotel', 'famous', 'several', 'movie', 'nt', 'hard', 'wallet']",5.0
"['recent', 'mix', 'booking', 'behalf', 'staff', 'helpful', 'kind', 'evening', 'best', 'service', 'town']",5.0
"['front', 'desk', 'lied', 'room', 'several', 'time', 'beware', 'get', 'room', 'ahead', 'time', 'thery', 'give', 'u', 'room', 'basis', 'appearance']",1.0
"['hotel', 'need', 'major', 'update', 'room', 'lobby', 'tired', 'outdated']",2.0
"['really', 'plush', 'luxurious', 'close', 'subway', 'expensive', 'use', 'gym', 'restuarant', 'great', 'hotel', 'could', 'nt', 'fault']",5.0
"['far', 'superior', 'marriott', 'accross', 'street', 'join', 'omni', 'frequent', 'stay', 'enjoy', 'excellent', 'free', 'benefit']",4.0
"['nice', 'hotel', 'close', 'washington', 'zoo', 'near', 'many', 'eatery', 'nice', 'garden', 'excellent', 'hotel']",5.0
"['hotel', 'smelled', 'valet', 'parking', 'slow', 'found', '5', 'bug', 'room', '4', 'bed', 'area', 'one', 'shower']",1.0
"['wonderful', 'stay', 'great', 'staff', 'turn', 'service', 'close', 'metro', 'nice', 'neighborhood']",5.0
"['awsome', 'hotel', 'staff', 'go', 'back', 'omni', 'shoreham']",5.0
"['hotel', 'nice', 'room', 'big', 'clean', 'separate', 'bedroom', 'kitchen', 'great', 'location', 'walked', 'monument', 'capitol', 'white', 'house', 'great']",4.0
"['close', 'action', 'mile', 'walk', 'take', 'international', 'mall', 'great', 'gallery', 'good', 'free', 'breakfast', 'clean', 'room']",3.0
"['location', 'good', 'metro', 'station', 'supermarket', 'close', 'many', 'restaurant', 'near', '\n', 'good', 'service', 'standard', 'breakfast']",4.0
"['hotel', 'ok', 'area', 'bit', 'desolate', 'room', 'spacious', 'pool', 'small', 'cute', 'clean', 'breakfast', 'good', 'option']",3.0
"['business', 'trip', 'place', 'nice', 'family', 'business', 'friendly', 'staff', 'nice', 'able', 'help', 'u', 'information', 'dc']",4.0
"['please', 'keep', 'everything', 'way', 'truly', 'outstanding', 'facility', '\n', 'professional', 'staff']",5.0
"['block', 'national', 'mall', 'clean', 'good', 'breakfast', 'included', 'would', 'use', 'hotel', 'pleasant', 'surprise', 'kitchenette']",4.0
"['great', 'location', 'nice', 'staff', 'comfortably', 'located', 'arranging', 'city', 'toursfor', 'people', 'travelling', 'abroadoverall', 'good', 'hotel']",4.0
"['brother', 'visiting', 'wonderful', 'stay', 'parking', 'tough', 'downtown', 'dc', 'stay', 'best', 'valet', 'experience']",5.0
"['friendly', 'staff', 'bed', 'good', 'certainly', 'expensive', 'rest', 'hotel', 'washington']",4.0
"['nice', 'clean', 'room', 'wifi', 'access', 'complementary', 'breakfast', 'nice', 'setting']",4.0
"['hotel', 'great', 'would', 'stay', 'without', 'doubt']",5.0
"['stayed', 'lot', 'comfort', 'inn', 'nice', ' ', 'one', 'best', 'service', 'friendly', 'personell']",5.0
"['hotel', 'smell', 'like', 'cigar', 'reception', 'livingrooms', 'corse', 'room', 'nt', 'recommend']",1.0
"['great', 'place', 'stay', 'hotel', 'employee', 'nice', 'helpful', 'stay', 'next', 'year', 'go', 'washington']",5.0
"['room', 'clean', 'hotel', 'staff', 'friendly', 'breakfast', 'best', 'ever', 'ate', 'location', 'good']",5.0
"['favorite', 'place', 'dc', 'located', 'close', '2', 'metro', 'stop', 'close', 'food', 'great', 'hotel', 'heart', 'dc']",5.0
"['reasonable', 'price', 'clean', 'room', 'great', 'service', 'great', 'breakfast', 'great', 'location', 'hosting', 'foreign', 'dignitary', 'always', 'look', 'e', 'suite']",5.0
"['hotel', 'really', 'made', 'stay', 'enjoyable', 'relaxed', 'back', 'soon', 'truly', 'great', 'hotel', 'great', 'location', 'washington', 'dc']",5.0
"['good', 'hotel', 'fab', 'cocktail', 'hour', 'good', 'provided', 'breakfast', 'cold', 'shower', 'however', 'despite', 'informing', 'staff', 'problem', 'wise', 'would', 'recommend']",3.0
"['great', 'quiet', 'clean', 'hotel', 'stayed', '811', 'year', 'old', 'breakfast', 'included', 'saved', 'u', 'money', 'easy', '4', 'block', 'walk', 'metro', 'would', 'stay']",4.0
"['friendly', 'accomadating', 'great', 'location', 'resturants', 'shopping', 'metro']",4.0
"['hotel', 'clean', 'comfortable', 'felt', 'safe', 'staying', 'good', 'location', 'easy', 'find']",4.0
"['nice', 'staff', 'great', 'breakfast', 'great', 'room', 'love', 'manager', 'reception']",4.0
"['great', 'hotel', 'large', 'clean', 'suite', 'good', 'breakfast', 'location', 'within', 'walking', 'distance', 'metro']",5.0
"['1', 'night', 'impressed', 'service', 'internet', 'room', 'little', 'bit', 'noisy']",3.0
"['fabulous', 'room', 'delicious', 'breakfast', 'great', 'place', 'stay']",5.0
"['doubt', 'accommodation', 'service', 'hotel', 'duplicated', 'washington', 'dc', 'anywhere', 'near', 'price']",5.0
"['clean', 'facility', 'wonderful', 'breakfast', 'staff', 'especially', 'almaz', 'hostess', 'helpful']",5.0
"['loved', 'place', 'pleasant', 'staff', 'great', 'breakfast', 'large', 'suite', 'comfy', 'bed']",5.0
"['great', 'hotel', 'loved', 'suite', 'easy', 'get', 'quiet', 'easy', 'check', 'easy', 'check']",5.0
"['beautiful', 'hotel', 'spacious', 'room', 'great', 'breakfast', 'fabulous', 'lobby', 'great', 'location', 'parking', '1000', 'day']",5.0
"['great', 'hotel', 'staff', 'best', 'room', 'good', 'size', 'upgrade', 'needed', 'engineering', 'staff', 'helpfull']",5.0
"['service', 'attentive', 'prompt', 'room', 'clean', 'breakfast', 'crowded', 'acceptable']",4.0
"['friendly', 'staff', 'nice', 'facility', 'good', 'location', 'great', 'breakfast']",5.0
"['room', 'comfortable', 'staff', 'really', 'friendly', 'even', 'helped', 'track', 'bag', 'airline']",5.0
"['great', 'room', 'service', 'plus', 'free', 'breakfast', 'weekday', 'free', 'drink', 'happy', 'hour', 'evening', 'weekday']",5.0
"['great', 'value', 'moneyfree', 'breakfastspleasant', 'checkinout', 'highly', 'recommend', 'family', 'super', 'location']",4.0
"['hotel', 'good', 'location', '4', 'block', 'north', 'gwu', 'subway', 'stop', 'nice', 'hotel', 'good', 'room', 'well', 'appointed', 'clean', 'quiet']",5.0
"['great', 'accomodations', 'awsome', 'service', 'beautiful', 'place']",5.0
"['worth', 'staying', 'value', 'money', 'hotel', 'first', 'visit', 'washing', 'dc', 'love']",5.0
"['wonderful', 'onenight', 'stay', 'east', 'coast', 'college', 'tour', 'clean', 'beautifully', 'decorated', 'room', 'plenty', 'breakfast', 'included', 'good', 'value']",5.0
"['empress', 'lounge', 'nice', 'place', 'tea', 'variety', 'dessert', 'tea', 'cake', 'lot', '\n', 'bar', 'make', 'really', 'good', 'lychee', 'martini']",5.0
"['best', 'customer', 'service', 'ever', 'experienced', 'place', 'stayed']",4.0
"['odd', 'spot', 'walking', 'site', 'coffee', 'room', 'good', 'size', 'room', 'clean', 'quiet', 'food', 'good', 'restaurant']",4.0
"['fantastic', 'hotel', 'beautiful', 'great', 'service', 'service', 'service', 'restaurant', 'little', 'slow']",5.0
"['beautiful', 'hotel', 'perfect', 'location', '\n', 'service', 'great', 'time', 'equally', 'horrible', 'time']",3.0
"['business', 'traveller', 'need', 'efficient', 'quiet', 'well', 'appointed', 'brilliant', 'staff', 'etc']",5.0
"['great', 'location', 'hotel', 'beautiful', 'clean', 'service', 'good', 'ca', 'nt', 'wait', 'return', ' ', 'right', 'ritz', 'carlton']",5.0
"['thoroughly', 'enjoyed', 'stay', 'concierge', 'level', 'helpful', 'nt', 'feel', 'like', 'big', 'meal', 'andor', 'going', 'restaurant']",5.0
"['wonderful', 'stay', 'loved', 'room', 'comfortable', 'love', 'spa', 'huge', 'glass', 'shower', 'better', 'one', 'bangkok', 'back']",5.0
"['one', 'night', 'business', 'impressed', 'size', 'quality', 'room']",4.0
"['nice', 'hotel', 'room', 'nice', 'elegant', 'best', 'location', 'staying', 'dc', 'stayed', 'yeras', 'ago', 'spa', 'nice']",4.0
"['great', 'service', 'food', 'room', 'ground', 'staff', 'also', 'great']",4.0
"['stayed', 'november', 'little', 'boy', '4', 'month', 'excellent', 'service', 'nice', 'room', 'friendly', 'staff', '\n', 'come', 'back']",5.0
"['great', 'hotel', 'friendly', 'intensly', 'personal', 'room', 'gorgeous', 'extremely', 'comfortable', 'already', 'looking', 'next', 'stay']",5.0
"['day', 'stay', 'amazing', 'staff', 'wonderful', 'good', 'location', 'thing', 'overall', 'great', 'experience']",5.0
"['hair', 'bed', 'shower', '\n', 'front', 'desk', 'helpful', '\n', 'food', 'restaurant', 'overpriced']",2.0
"['loved', 'hotel', 'staff', 'location', 'made', 'vacation', 'memorable']",5.0
"['stayed', '2', 'night', 'would', 'say', 'place', 'pretty', 'clean', ' ', 'good', 'staff', 'friendly', 'would', 'go', 'back']",4.0
"['really', 'nice', 'hotel', 'good', 'sized', 'room', 'friendly', 'helpful', 'staff', '\n', 'great', 'pool']",4.0
"['2', 'night', 'enjoyed', 'every', 'secondnice', 'room', 'friendly', 'staff', 'nice', 'pool']",5.0
"['great', 'place', 'stay', 'friendly', 'helpful', 'enjoyed', 'stay', 'stay', 'town', 'close', 'shop', 'park', 'monument']",5.0
"['clean', 'tidy', 'staff', 'helpful', 'hotel', 'edge', 'downtown', 'white', 'house', '15', 'min', 'walk', 'away']",4.0
"['ask', 'room', 'facing', 'thomas', 'circle', 'fantastic', 'view']",4.0
